place_id,place_name,review_id_hash,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,646ae9a02172a07f25251f10e842b23f,5,"It s a cute small South Indian touch cafe newly opened in Juhu. They have a small seating outside and they provide AC seatings upstairs if bigger groups. South india frappe, the banana wafers, cold brew was all good. Must visit. They have delicious dessert options as well.",8 months ago,2023-06-17 00:35:20.050080,,,,0,108,152,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,1a8eccbe36077af7261dc2c1be994019,5,Service top notch. Sabina the star of the cafe...keep it up...,8 months ago,2023-06-17 00:35:20.063090,,,,0,183,1,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,89451cedc644f580d8562b2c0423fbad,5,"Stumbled upon this place while strolling down Juhu and to my surprise the coffee was great! What was even better was the service from Deepak and Sabina! They not only help you find the right coffee, but do spark an engaging conversation about the coffee culture. Good coffee served with warm wide smile.",8 months ago,2023-06-17 00:35:20.072071,,,,1,1,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,08b51f826ea0227c3a0fdab96f0ca387,5,"This place is a gem hidden in plain sight. #Ettara cafe in Juhu (Ground floor, Juhu residency hotel, diagonally opposite the Marriott). Try their filter coffee concoctions- absolutely amazing. Starbucks ke baju mein hai, aur us se far better coffee. Meet Sabina on the counter. Shes a coffee angel. Very sweet and makes perfect cuppa!",8 months ago,2023-06-17 00:35:20.079071,,,,0,42,256,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,3b41efb33a88324072b5612ba995ec1c,5,"Cute little coffee shop with great service! Ordered vietnamese coffee and a capuccino, baristas went out of their way to get the drinks just right for us. Definitely recommend.",8 months ago,2023-06-17 00:35:20.085068,,,,0,2,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,7fade29062837b72d494487bcb68ca37,4,"Yes, It was a good experience having a variety of coffees here. It is open for late night coffee lovers. So if you are in Juhu, you can definitely visit the place.",8 months ago,2023-06-17 00:35:20.090065,,,,0,38,30,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,b9aabe7d26114beb08581bd01be06964,1,Tried the filter coffee here . Big mistake . Just tasted like flavoured milk to me . Regret trying this place out .,8 months ago,2023-06-17 00:35:20.096063,,,,0,12,,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,03f81d4cf2199b1e47a022e71270329a,5,,9 months ago,2023-05-17 00:35:20.100066,,,,0,61,192,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,33bd0da41196910ebb6768318e65910e,5,"Thank you for great service, delicious food and great filter coffee!! The chocolate chip frappe was so yummy and they gave us a taster to make sure we like it. The papparoti and the spicy banana chips were our favorite! Thank you Sabina!",9 months ago,2023-05-17 00:35:20.104064,,,,0,4,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,2ea92f2f601a2f8faec230b304245af8,5,The place is very very good and peaceful. The staff is very good. Every coffee that you order is first given for tasting to know it and later served which is a very good thing. They give chips along with the order which is again a nice gesture. I would really recommend trying their berlines which are just yummy.,9 months ago,2023-05-17 00:35:20.108071,,,,1,319,1910,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,4c10350be29b21e3174af25df3ede382,5,"Sabina was one of the kindest and most welcoming people I have met in India! She recommended a beautiful vada pav, it was just the right amount of spice for this Irish guy! She was extremely hospitable and welcoming. I will definitely come back here :)",9 months ago,2023-05-17 00:35:21.039809,,,,0,4,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,304ae3193d88e60547c1b5c5510e9672,3,,9 months ago,2023-05-17 00:35:21.052815,,,,0,2,1,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,34b8c430e4c1120f34acd9ae1ce4cd43,5,"Good coffee , good service. Thank you Sabeena",9 months ago,2023-05-17 00:35:21.061809,,,,0,2,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,4149cf6f32c3547dfdc6f3031855cb7b,5,,9 months ago,2023-05-17 00:35:21.071815,,,,0,14,9,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,e15fa9ecd2e8aac5f1902ed035d470cc,5,I am a barista myself and I have never had such a perfect and delicious frappe. Well done!! Loved it,9 months ago,2023-05-17 00:35:21.077816,,,,0,20,2,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,356f02e8347bb87884c8dab069a56373,5,Great spot for a coffee and baked items! The paparoti is a must try! The service by Sabina was great and prompt. Highly recommend,10 months ago,2023-04-17 00:35:21.083801,,,,0,6,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,19522aaf4813a987fc7b619eb6312ac4,5,Sabina is really sweet gestures nd kind,10 months ago,2023-04-17 00:35:21.088798,,,,0,1,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,b32519d05d85ad4e226fe6c5696ccf5d,5,Amazing coffees,10 months ago,2023-04-17 00:35:21.093797,,,,0,75,12,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,1691c4132e9acf788a91282b445b06fe,5,,10 months ago,2023-04-17 00:35:21.099796,,,,0,82,430,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,9c1d78b9c2a3e0d110a2e1c1136be40d,5,The staff named Numaan has a positive vibe which makes the place more special.,10 months ago,2023-04-17 00:35:21.103795,,,,0,16,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,1e1cee15449e2fd5960284705ddf5fa0,5,Good coffee and service. Wish the indoor seating was not part of a hotel lobby,10 months ago,2023-04-17 00:35:21.958754,,,,0,90,48,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,0a6d7f916c0d7f82e6593ae0bae15a81,5,Had a great experience. Good coffee! Loved Sabinas service.,10 months ago,2023-04-17 00:35:21.970754,,,,0,3,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,d0dcdbc4350ab93d8bba7eb1710a1fbf,5,The wide range in coffees on the menu  inspired by filter kaapi was very fascinating for me. Special mention for our super gracious server/ attendant Ms Sabina. Coming back specially for you my dear girl.,10 months ago,2023-04-17 00:35:21.980714,,,,0,3,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,2978f2f4e403f74125a7e69f80db2650,5,"Having tried so many coffee places, this is easily the best place! The coffee is absolutely delicious and they adjust the taste to your preference by allowing you to taste test it. I would recommend the Vietnamese Cold Coffee and the Hazelnut Frappe. The banana chips are also simply so good, crispy and little to no oil. The little desserts keep changing and are scrumptious from the PappaRoti to the tarts and filled buns.",10 months ago,2023-04-17 00:35:21.991725,,,,0,20,67,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,cd55bc9b434d37419bd2f6ad4ad5e18f,4,"The reels enticed me to come here and it was worth it! The filter coffee was off the charts and the staff, especially Sabina, were  really hospitable. Polite, understanding and really sweet",10 months ago,2023-04-17 00:35:22.003726,,,,0,7,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,dda8e3601fbf9a1413f50888e209adfc,5,,10 months ago,2023-04-17 00:35:22.013725,,,,0,16,12,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,a9ffa4d0e53896329ff1991a22b4136c,5,,10 months ago,2023-04-17 00:35:22.022722,,,,0,3,1,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,a3a5cef1aed23c3af8e21595d040a073,4,,11 months ago,2023-03-17 00:35:22.032727,,,,0,13,3,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,f72878040875227d49e0166832497bbe,5,,11 months ago,2023-03-17 00:35:22.041723,,,,0,21,23,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,11db4901c546f5677777dac7c9a6d0ff,5,Excellent place and Sabeena was so helpful! Really enjoyed our coffee :),11 months ago,2023-03-17 00:35:22.054723,,,,0,6,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,028d1aa437e665d58a1e824b4a3d6d7c,4,Good coffee place. Arranged a conference room to accommodate 4 of us at 10:30 pm even though we went for some coffee. Enjoyed the coffee.,11 months ago,2023-03-17 00:35:22.899872,,,,0,57,22,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,8f39057a6110ad1cb193df6fc06d6575,5,Had Madagascar Choco Frappe. That beverage was really good. Sabeena and other staff was really good in serving. They were unsure how I would like it so they gave me a taster first and then asked me how I would like it.,11 months ago,2023-03-17 00:35:22.911869,,,,0,3,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,24ec382cd4a8d0d93ae6d9c31f276b0c,5,Hotel is good and sabina attended us well.,11 months ago,2023-03-17 00:35:22.918868,,,,0,1,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,c6892144a1176a495e307a44baeed773,5,"Must try original south indian frappe! Lovely ambience, hygienic and cozy place to spend time with friends and family.. The staff here is very polite, especially Sabina. Banana chips which is authentically good. Close to Juhu beach makes it a perfect spot for some coffee after a beach walk.. gonna visit again!..",11 months ago,2023-03-17 00:35:22.924868,,,,1,2,1,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,cd7858f0f79b52c66babcff6044a7a5a,5,,11 months ago,2023-03-17 00:35:22.931868,,,,0,9,36,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,26d082f0e90d5720e137c4b9986ebce7,5,Amazing coffee!!,11 months ago,2023-03-17 00:35:22.936868,,,,1,41,14,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,467caf058df0102876f7ba8f5290e509,5,Sabina & all the staff of ground floor coffee shop have given us excellent services. Also the other restaurant staff have been excellent. Thank you. Mr. &Mrs Mukund & Mahendra Shah.,11 months ago,2023-03-17 00:35:22.941867,,,,1,3,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,57427729a86978e9315fc5aa69c71cbe,5,Was an amazing little cafe we dropped into. Sabina provided such a lovely warm service to us and served us great coffee and amazing banana chips. Such a clean facility as well! Highly recommend!!,11 months ago,2023-03-17 00:35:22.945867,,,,1,4,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,50ae9fbfa455db8fad5f14ea0ad457fd,5,Great coffee. Have and plant based milk options. So friendly staff working there.... special thanks to Sabina for her welcoming way of work Thank you .,11 months ago,2023-03-17 00:35:22.948867,,,,1,17,2,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,073b17fd8113b57cbb7e72800becdd8b,5,"Loved the experience! Almond frappe was perfectly made, excellent service by Numan. Highly recommend",11 months ago,2023-03-17 00:35:22.953867,,,,1,2,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,2659df5bb5d73d50739a6add6e2309bf,5,,11 months ago,2023-03-17 00:35:23.772118,,,,0,2,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,5536be8f664e9d037b644bb9d3d67df5,5,"Ettarra is a must visit place in Juhu. From ambience to food, everything is just perfection. All the bakery and the savoury items are extremely delicious. The best Indian origin coffee is available over here. I love everything about this place hard to choose a favourite one but here are some which I would like to recommend is their Vietnamese coffee and the paparoti. It s too good. The staff and their service is really nice. I would like to thank Ms. Sabina for her amazing service. In all this place is something you have to visit",11 months ago,2023-03-17 00:35:23.776117,,,,1,3,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,8276a5f4cb9d1d6fc290c04572279ed7,5,If you are in Juhu and you want really good coffee this is the place. Beating all the competitors in the same lane by just selling really good coffee at really good price too. Hazelnut frappe is my favourite but I guess am the coffee s are the best here. They also give banana chips before serving the coffee to give a South Indian feel . It is owned by a southindian and has a South Indian theme to the name too. One suggestion will be please stop giving plastic water bottles for free to all the customers. Gove regular water to customers in a glass and if anyone asks for a packaged water then you can give them Bisleri. Reduce the use of plastics.,11 months ago,2023-03-17 00:35:23.782118,,,,1,77,896,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,0bb259ced8185bab130b1e7a3ff76c46,5,"Absolutely loved the experience, the staff has always been so kind !! (especially sabina <3 )",11 months ago,2023-03-17 00:35:23.787118,,,,1,1,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,0c25574f46e4a9b6accda3ed342420ba,5,"I took someone out on a date here! Best decision The place makes you feel posh , aesthetic and soothing at the same time. As soon as we sat they gave us Bisleri water bottles and banana chips , FREE OF COST . (and I keep visiting them for this complimentary banana chips , they are the best) We ordered some coffee and snacks . Wait for this , they gave us SAMPLE COFFEE in a cute little tester cup and we can tell what exactly we want to change in that for our final output. Blew my mind . Needless to say , it was the best coffee and snacks I ve ever had Do try the lemon tarts , little dollops of heaven",11 months ago,2023-03-17 00:35:23.793119,,,,1,1,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,6f7d46c7d31c19411ae585109b78fa00,5,Good and cozy coffee shop with good vibes.....loved it ! And yes their coffee variants are great....its heaven for caffine fans,a year ago,2023-02-17 00:35:23.798088,,,,0,6,10,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,189a6df13c376f369f22c181dbfeb8e4,5,Amazing food. Great staff. 10/10 recommended,a year ago,2023-02-17 00:35:23.804118,,,,0,1,94,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,071b5232dfd5ad5475c40e6b7a45f292,5,,a year ago,2023-02-17 00:35:23.810118,,,,0,4,5,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,8b8333f1645c7fd6abf50cd5b4d16929,2,"Very limited options available. The menu needs a revamp. Also, the quantity of snacks was less in comparison to huge amount we paid just for miniature samosas, berliners & a filter coffee. Not worth it.",a year ago,2023-02-17 00:35:23.814117,,,,0,5,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,bfb517149fb90ca5d3bf6d4c0ec063d2,5,We were here for a quick bite.. it s a small coffee shop but it s totally worth the visit. They are known not only for their coffee but for crispy banana chips which they serve with coffee and we ordered filter coffee and tried their Papparoti.. and it was just delicious! Only disappointed is the limited seating else it s a fab place to visit.,a year ago,2023-02-17 00:35:23.819117,,,,6,75,209,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,8d2759810638c4d4615bc87696eb2d5d,4,"Really wanted to try this place since a while now and finally managed to do it on a cold windy evening. Pros: loved the filter coffee ,it was nice and strong and ofcourse piping hot - they provide with a sweetner of choice sugar or jaggery . Their utensils shine ,as if drinking in a cup of gold . You can also opt for a bigger portion of the filter coffee if the regular mug is not enough for you  . The coffee is served with a small portion of assorted banana chips that are fab! They also serve miniature bottled water however I dont know if thats charged or free since we didnt drink any water. The staff recommended a papparoti bun which is a mildly sweetened bun with some cinnamon powder. It compliments the coffee really well and was completely melt in your mouth. Definetly a must try. Cons: its a small space so they have only 2 tables inside. The rest of the seating is out on the footpath which isint to bad if the weather is great and there isnt much of honking - both of which are not as common in Mumbai. The team did mention that they are working on the seating issue so hopefully that shud be sorted soon .. however , none of these should deter you to try the stuff here .",a year ago,2023-02-17 00:35:24.752243,,,,1,53,89,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,aebebb8d17e99c65cde3e7a4e67c3e63,1,You have to wait for a minimum of 20 mins even if you re ordering a basic filter coffee for a takeaway and it s not managed well at all.,a year ago,2023-02-17 00:35:24.760242,,,,0,4,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,8a42ee4e3acfe6086069cf8bb1ac8e3f,5,"If you are a coffee lover then u should definitely not miss this place.. loved the fusion of kappi and cappuccino - kappiccino . Must try.. and chips and water bottle complementary with coffee , never seen before in cafes. Papparoti was just yummilicious.. And listen to some nice music thru thier barcode.. briiliant idea and concept.. highly recommended.. do visit and enjy the heavenly taste of coffee and other items ..",a year ago,2023-02-17 00:35:24.767229,,,,0,17,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,c5ccec95788dd87782e1cd25028ffbaf,5,Superb coffee palace. Must try filter coffee frappe. Interesting and fun . Superb staff. Even at 2am in the night. Perfect 24*7 coffee shop.,a year ago,2023-02-17 00:35:24.773226,,,,6,68,691,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,c2089b9b3a10d393bcb93452bf248286,5,The place is amazingg!! The service and the staff are a 10/10. Tried their nutella and dark mousse berliner and they were great definately recommend. Personal preferance is the dark mousse one. They also provided banana chips and water.,a year ago,2023-02-17 00:35:24.779193,,,,1,103,397,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,c3a68a054dbd998621a73eb3faa24024,5,"Fantastic ambience, lovely coffee and smiling staff. All in all, amazing place to hang out with friends and family too. I stayed for a short time but I loved being there. Will recommend it highly",a year ago,2023-02-17 00:35:24.785223,,,,0,5,,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,fb968ddb30eebe873098c02cf65c459f,5,"The best Indian origin bean coffee!  Smooth, unique flavour and robust! Heading there like a comet!! Chocolate cookie delish along with some delectable ghee roast snacks. Complimentary refill banana chips, not only generous but distinctly tasty! Will be going back to buy more coffee beans and enjoy the pleasant ambiance. One of those places where quality surpasses expectations. So grateful for the low volume music which is becoming rare in Mumbai!",a year ago,2023-02-17 00:35:24.789223,,,,0,15,22,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,188410789edc3cf222e6c1597e6af5e1,5,Must visit place for the amazing kappacino. They have the perfect blend of South Indian coffee with such good desserts. I loved the double chocolate chip cookie the most!,a year ago,2023-02-17 00:35:24.793225,,,,0,240,1541,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,30cb5b5ea14566bedfae5e7b800bff63,5,,a year ago,2023-02-17 00:35:24.797222,,,,0,9,59,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,98bb64f813116859a6b9b152ccfb6531,5,"Found this amazing Cafe @ettarra_coffee in Juhu @ettarra_coffee serves you with the most delectable Coffee, Tea, Tarts and so many more amazing items in their menu Head towards @ettarra_coffee for a delightful experience",a year ago,2023-02-17 00:35:24.801229,,,,2,52,602,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,7fccad23cd5796b904e8bf192700e469,5,Must try Hazelnut frappe! Lovely ambience.. cozy place to spend time with friends.. staff is polite.. Banana coffee tart was just yum! Close to Juhu beach makes it a perfect spot for some coffee after a beach walk Bakery items like baguette are very authentic.. gonna visit again!,a year ago,2023-02-17 00:35:25.576511,,,,2,10,56,True,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,a579e112c5ca62839982220c1639599b,5,,a year ago,2023-02-17 00:35:25.588515,,,,0,,,,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,c693dcf24d1385690f4f1eb0fd66cc1f,5,Serve the best coffee !!!,a year ago,2023-02-17 00:35:25.596512,,,,1,10,17,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,220065718bb632d62361d4bbd5b59a81,5,,a year ago,2023-02-17 00:35:25.607513,,,,0,4,1,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,83b3c28dda465283610b0226d5811124,5,Great coffee and pastries!,a year ago,2023-02-17 00:35:25.616512,,,,1,40,44,False,,
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,de8fbb9c65cec20fc345f88118248357,5,Its nice n warm place to sit n have coffee n chit-chat. Staff her is also very polite. N if u r a coffee lover u should definitely go to this place..,a year ago,2023-02-17 00:35:25.626514,,,,1,3,,False,,
